"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"https://t.co/a0JXdamWl5 https://t.co/5u14KGf13N",FALSE,442,NA,2016-11-24 20:10:31,FALSE,NA,"801880698181324800",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",64,FALSE,FALSE,NA,NA
"#wballz https://t.co/OIUX0suRMm https://t.co/b6AP0SVYCz",FALSE,300,NA,2016-11-24 19:30:53,FALSE,NA,"801870725569245184",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",79,FALSE,FALSE,NA,NA
"https://t.co/WvWYH95U1X https://t.co/GPQrUbQdeh",FALSE,746,NA,2016-11-24 15:53:11,FALSE,NA,"801815940237295616",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",256,FALSE,FALSE,NA,NA
"https://t.co/gg9Omvdnw8 https://t.co/2wbKKFs7fv",FALSE,926,NA,2016-11-24 15:38:44,FALSE,NA,"801812302886486016",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",261,FALSE,FALSE,NA,NA
"https://t.co/hjBisPB7hd https://t.co/ZcuwjsLs2e",FALSE,1046,NA,2016-11-24 07:45:28,FALSE,NA,"801693200423518209",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",213,FALSE,FALSE,NA,NA
"A1. From day 1. @bosslady_ent Ì†ΩÌ≤´Ì†ΩÌ≤´‚ú®Ì†ºÌºüÌ†ΩÌ≤ïÌ†ΩÌ∏ò https://t.co/1RzkNb7pOf https://t.co/B78nFp1sqz",FALSE,1616,NA,2016-11-24 05:35:54,FALSE,NA,"801660592566259712",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",353,FALSE,FALSE,NA,NA
"https://t.co/tAJWEUG0Gi https://t.co/HDYnp9h92i",FALSE,785,NA,2016-11-24 05:34:47,FALSE,NA,"801660313779191808",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",138,FALSE,FALSE,NA,NA
"https://t.co/TBlEspOlyD https://t.co/yFN91ZtzJG",FALSE,198,NA,2016-11-24 03:01:41,FALSE,NA,"801621783413714944",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",32,FALSE,FALSE,NA,NA
"celebratin #Doggystyle Ì†ΩÌ≤ø  23 yrs old today !! Ì†ΩÌ±èÌ†ºÌøæ Ì†ΩÌ≤• Ì†ΩÌ≤´Ì†ºÌΩ∏ #tanqlaidback @tanquerayusa https://t.co/rRPWF8ffdR https://t.co/Iqse7aT2cK",FALSE,1170,NA,2016-11-24 02:46:32,FALSE,NA,"801617971865092096",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",409,FALSE,FALSE,NA,NA
"https://t.co/yDdOWpDmK7 https://t.co/vFl34iXFLI",FALSE,221,NA,2016-11-23 21:21:10,FALSE,NA,"801536091446775809",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",34,FALSE,FALSE,NA,NA
"https://t.co/MqECXa9sMl https://t.co/Nf2Q4k6U2Q",FALSE,233,NA,2016-11-23 21:20:52,FALSE,NA,"801536013231390720",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",41,FALSE,FALSE,NA,NA
"23 yrs old. Today. Ì†ΩÌ±èÌ†ºÌøæ‚ú®Ì†ΩÌπåÌ†ºÌøæ who got this ?? post a picc of ur album wit #Doggystyle23 n Imma follow some of u https://t.co/xePJzhXyZs",FALSE,2785,NA,2016-11-23 21:11:21,FALSE,NA,"801533619646787584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SnoopDogg",1002,FALSE,FALSE,NA,NA
"Gettn in the holiday spirit wit @Pastor_Caesar1 &amp; @djbattlecat ‚ÄúU Name It‚Äù. Now on @iTunes + @AppleMusic ‚ú®Ì†ΩÌ¥äÌ†ΩÌ¥• https://t.co/B6ulc1Kwtx",FALSE,437,NA,2016-11-23 20:40:25,FALSE,NA,"801525836985745408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SnoopDogg",94,FALSE,FALSE,NA,NA
"Dope.  23 years ago !! Ì†ΩÌ≤´Ì†ºÌºü‚ú® https://t.co/voageq2kLZ https://t.co/k2vO87Pbh3",FALSE,1247,NA,2016-11-23 15:09:47,FALSE,NA,"801442627396730880",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",357,FALSE,FALSE,NA,NA
"@core  Good looking  @bandaidehoodstar https://t.co/1W8xZuZABT https://t.co/RgZCmTu3lM",FALSE,19,"core",2016-11-23 14:34:17,FALSE,NA,"801433695169245185","632183","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",2,FALSE,FALSE,NA,NA
"https://t.co/lu0YbBapad https://t.co/o9KceBybV1",FALSE,880,NA,2016-11-23 13:18:38,FALSE,NA,"801414657135300608",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",245,FALSE,FALSE,NA,NA
